case_id,task_type,audit_packet_adequate,method,scientific_correctness_0_4,source_groundedness_0_4,evidence_completeness_0_4,boundary_control_0_4,composite_0_4,normalized_percent,unsupported_claim_count
nv3_single_05_04,single_paper,1,PaperQA2,4,4,4,4,4.0,100.0,0
nv3_single_05_04,single_paper,1,OpenScholar,3,3,2,2,2.5,62.5,3
nv3_single_05_05,single_paper,1,MS3 Agent,4,4,3,3,3.5,87.5,1
nv3_single_05_05,single_paper,1,DeepSeek V4 Pro,3,3,2,2,2.5,62.5,2
nv3_single_05_05,single_paper,1,Kimi K3,4,4,4,4,4.0,100.0,0
nv3_single_05_05,single_paper,1,GLM-5.2,4,4,4,4,4.0,100.0,0
nv3_single_05_05,single_paper,1,PaperQA2,3,3,3,3,3.0,75.0,2
nv3_single_05_05,single_paper,1,OpenScholar,3,3,2,2,2.5,62.5,2
nv3_single_05_06,single_paper,1,MS3 Agent,4,4,4,4,4.0,100.0,0
nv3_single_05_06,single_paper,1,DeepSeek V4 Pro,3,4,3,3,3.25,81.25,1
nv3_single_05_06,single_paper,1,Kimi K3,4,4,4,4,4.0,100.0,0
nv3_single_05_06,single_paper,1,GLM-5.2,3,4,3,3,3.25,81.25,1
nv3_single_05_06,single_paper,1,PaperQA2,3,3,3,2,2.75,68.75,2
nv3_single_05_06,single_paper,1,OpenScholar,2,2,2,2,2.0,50.0,3
nv3_single_05_07,single_paper,1,MS3 Agent,4,4,4,4,4.0,100.0,0
nv3_single_05_07,single_paper,1,DeepSeek V4 Pro,3,3,3,3,3.0,75.0,1
nv3_single_05_07,single_paper,1,Kimi K3,4,4,4,4,4.0,100.0,0
nv3_single_05_07,single_paper,1,GLM-5.2,3,3,3,3,3.0,75.0,1
nv3_single_05_07,single_paper,1,PaperQA2,3,3,3,3,3.0,75.0,1
nv3_single_05_07,single_paper,1,OpenScholar,2,2,2,2,2.0,50.0,3
nv3_single_05_08,single_paper,1,MS3 Agent,4,4,4,4,4.0,100.0,0
nv3_single_05_08,single_paper,1,DeepSeek V4 Pro,2,2,2,3,2.25,56.25,4
nv3_single_05_08,single_paper,1,Kimi K3,3,4,3,4,3.5,87.5,1
nv3_single_05_08,single_paper,1,GLM-5.2,2,4,2,4,3.0,75.0,3
nv3_single_05_08,single_paper,1,PaperQA2,3,3,3,2,2.75,68.75,2
nv3_single_05_08,single_paper,1,OpenScholar,3,3,3,3,3.0,75.0,2
nv3_single_05_09,single_paper,1,MS3 Agent,4,4,4,4,4.0,100.0,0
nv3_single_05_09,single_paper,1,DeepSeek V4 Pro,4,4,3,4,3.75,93.75,0
nv3_single_05_09,single_paper,1,Kimi K3,4,4,4,4,4.0,100.0,0
nv3_single_05_09,single_paper,1,GLM-5.2,4,4,4,4,4.0,100.0,0
nv3_single_05_09,single_paper,1,PaperQA2,3,3,3,3,3.0,75.0,1
nv3_single_05_09,single_paper,1,OpenScholar,3,3,2,3,2.75,68.75,2
nv3_single_05_10,single_paper,1,MS3 Agent,4,4,4,4,4.0,100.0,0
nv3_single_05_10,single_paper,1,DeepSeek V4 Pro,3,3,2,3,2.75,68.75,1
nv3_single_05_10,single_paper,1,Kimi K3,4,4,4,4,4.0,100.0,0
nv3_single_05_10,single_paper,1,GLM-5.2,3,3,2,3,2.75,68.75,1
nv3_single_05_10,single_paper,1,PaperQA2,0,0,0,0,0.0,0.0,4
nv3_single_05_10,single_paper,1,OpenScholar,1,1,1,1,1.0,25.0,5
nv3_single_06_01,single_paper,1,MS3 Agent,4,4,4,4,4.0,100.0,0
nv3_single_06_01,single_paper,1,DeepSeek V4 Pro,3,3,3,3,3.0,75.0,1
nv3_single_06_01,single_paper,1,Kimi K3,2,3,3,2,2.5,62.5,3
nv3_single_06_01,single_paper,1,GLM-5.2,3,3,3,3,3.0,75.0,2
nv3_single_06_01,single_paper,1,PaperQA2,4,4,4,4,4.0,100.0,0
nv3_single_06_01,single_paper,1,OpenScholar,3,3,3,3,3.0,75.0,2
nv3_single_06_02,single_paper,1,MS3 Agent,4,4,4,4,4.0,100.0,0
nv3_single_06_02,single_paper,1,DeepSeek V4 Pro,4,4,4,4,4.0,100.0,0
nv3_single_06_02,single_paper,1,Kimi K3,4,4,4,4,4.0,100.0,0
nv3_single_06_02,single_paper,1,GLM-5.2,4,4,4,4,4.0,100.0,0
nv3_single_06_02,single_paper,1,PaperQA2,4,4,4,4,4.0,100.0,0
nv3_single_06_02,single_paper,1,OpenScholar,3,3,3,3,3.0,75.0,1
nv3_single_06_03,single_paper,1,MS3 Agent,4,4,4,4,4.0,100.0,0
nv3_single_06_03,single_paper,1,DeepSeek V4 Pro,3,3,3,3,3.0,75.0,1
nv3_single_06_03,single_paper,1,Kimi K3,4,4,4,4,4.0,100.0,0
nv3_single_06_03,single_paper,1,GLM-5.2,3,3,3,3,3.0,75.0,1
nv3_single_06_03,single_paper,1,PaperQA2,3,3,3,3,3.0,75.0,2
nv3_single_06_03,single_paper,1,OpenScholar,2,2,2,2,2.0,50.0,3
nv3_single_06_04,single_paper,1,MS3 Agent,4,4,4,4,4.0,100.0,0
nv3_single_06_04,single_paper,1,DeepSeek V4 Pro,3,3,3,2,2.75,68.75,1
nv3_single_06_04,single_paper,1,Kimi K3,3,3,3,3,3.0,75.0,1
nv3_single_06_04,single_paper,1,GLM-5.2,3,3,3,2,2.75,68.75,1
nv3_single_06_04,single_paper,1,PaperQA2,4,4,4,4,4.0,100.0,0
nv3_single_06_04,single_paper,1,OpenScholar,3,3,2,2,2.5,62.5,1
nv3_single_06_05,single_paper,1,MS3 Agent,2,1,2,1,1.5,37.5,4
nv3_single_06_05,single_paper,1,DeepSeek V4 Pro,3,3,3,3,3.0,75.0,1
nv3_single_06_05,single_paper,1,Kimi K3,4,4,4,4,4.0,100.0,0
nv3_single_06_05,single_paper,1,GLM-5.2,4,4,4,4,4.0,100.0,0
nv3_single_06_05,single_paper,1,PaperQA2,3,3,3,3,3.0,75.0,2
nv3_single_06_05,single_paper,1,OpenScholar,2,2,2,2,2.0,50.0,3
nv3_single_06_06,single_paper,1,MS3 Agent,4,4,4,4,4.0,100.0,0
nv3_single_06_06,single_paper,1,DeepSeek V4 Pro,4,4,4,4,4.0,100.0,0
nv3_single_06_06,single_paper,1,Kimi K3,4,4,4,4,4.0,100.0,0
nv3_single_06_06,single_paper,1,GLM-5.2,4,4,4,3,3.75,93.75,1
nv3_single_06_06,single_paper,1,PaperQA2,4,3,4,3,3.5,87.5,2
nv3_single_06_06,single_paper,1,OpenScholar,3,2,3,2,2.5,62.5,3
nv3_single_06_07,single_paper,1,MS3 Agent,3,3,3,3,3.0,75.0,1
nv3_single_06_07,single_paper,1,DeepSeek V4 Pro,2,1,2,2,1.75,43.75,2
nv3_single_06_07,single_paper,1,Kimi K3,3,3,3,3,3.0,75.0,1
nv3_single_06_07,single_paper,1,GLM-5.2,2,2,2,2,2.0,50.0,2
nv3_single_06_07,single_paper,1,PaperQA2,4,4,4,4,4.0,100.0,0
nv3_single_06_07,single_paper,1,OpenScholar,2,2,2,2,2.0,50.0,3
nv3_single_06_08,single_paper,1,MS3 Agent,4,4,4,4,4.0,100.0,0
nv3_single_06_08,single_paper,1,DeepSeek V4 Pro,4,4,4,4,4.0,100.0,0
nv3_single_06_08,single_paper,1,Kimi K3,4,4,4,4,4.0,100.0,0
nv3_single_06_08,single_paper,1,GLM-5.2,4,4,4,4,4.0,100.0,0
nv3_single_06_08,single_paper,1,PaperQA2,3,3,3,3,3.0,75.0,1
nv3_single_06_08,single_paper,1,OpenScholar,3,3,3,3,3.0,75.0,1
nv3_single_06_09,single_paper,1,MS3 Agent,4,4,4,4,4.0,100.0,0
nv3_single_06_09,single_paper,1,DeepSeek V4 Pro,3,2,2,2,2.25,56.25,3
nv3_single_06_09,single_paper,1,Kimi K3,2,2,2,2,2.0,50.0,3
nv3_single_06_09,single_paper,1,GLM-5.2,2,2,2,2,2.0,50.0,3
nv3_single_06_09,single_paper,1,PaperQA2,4,4,4,4,4.0,100.0,0
nv3_single_06_09,single_paper,1,OpenScholar,2,1,1,1,1.25,31.25,4
nv3_single_06_10,single_paper,1,MS3 Agent,4,4,4,4,4.0,100.0,0
nv3_single_06_10,single_paper,1,DeepSeek V4 Pro,4,4,4,4,4.0,100.0,0
nv3_single_06_10,single_paper,1,Kimi K3,4,4,4,4,4.0,100.0,0
nv3_single_06_10,single_paper,1,GLM-5.2,4,4,4,4,4.0,100.0,0
nv3_single_06_10,single_paper,1,PaperQA2,3,3,3,3,3.0,75.0,2
nv3_single_06_10,single_paper,1,OpenScholar,2,2,2,2,2.0,50.0,3
